"","entry_nr","entry_date","entry_id","tournament","url","player","placement","character"
"346252",933,2019-05-26,"933-1","MomoCon 2019 ","https://smash.gg/tournament/momocon-2019-1/events/smash-ultimate-singles/brackets/538856/915316
"," MopN ",3,"Roy"
"346263",933,2019-05-26,"933-1","MomoCon 2019 ","https://smash.gg/tournament/momocon-2019-1/events/smash-ultimate-singles/brackets/538856/915316
"," Dusk ",9,"Roy"
"346291",933,2019-05-26,"933-2","Combo Breaker 2019 ","https://smash.gg/tournament/combo-b...-bros-ultimate-singles/brackets/591937/985195
"," Oath ",7,"Roy"
"346412",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," Tweek ",3,"Roy"
"346425",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," Stroder ",3,"Roy"
"346427",944,2019-06-02,"944-1","Smash N Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/details
"," Goblin ",3,"Roy"
"346521",946,2019-06-02,"946-1","Smash 'N' Splash 5 ","https://smash.gg/tournament/smash-n-splash-5/events/ultimate-singles/brackets/591012/983613
"," Goblin ",3,"Roy"
"346540",947,2019-06-03,"947-1","Weekly Smash Party #39 ","https://smash.gg/tournament/weekly-...mate-singles/brackets/599268/995039/standings
"," Paseriman ",3,"Roy"
"346546",948,2019-06-04,"948-1","Gwinnett Brawl June 2019 ","https://smash.gg/tournament/gwinnet...pokken/events/smash-ultimate-singles/overview
"," SaltOne ",1,"Roy"
"346550",948,2019-06-04,"948-1","Gwinnett Brawl June 2019 ","https://smash.gg/tournament/gwinnet...pokken/events/smash-ultimate-singles/overview
"," HyperKirby ",5,"Roy"
"346573",948,2019-06-04,"948-4","XenoSaga XXV ","https://smash.gg/tournament/xenosaga-xxv/events/singles/brackets/593352/987170
"," Zomba ",4,"Roy"
"346583",950,2019-06-05,"950-1","Xanadu 305 ","https://smash.gg/tournament/ultimate-xanadu-305/events/ultimate-singles/standings
"," EMP ",2,"Roy"
"346620",956,2019-06-08,"956-1","Vandeouvre in Game ",NA," Ismael ",2,"Roy"
"346627",957,2019-06-09,"957-1","Crown ","https://smash.gg/tournament/crown/events/ultimate-singles/standings
"," Stroder ",1,"Roy"
"346674",962,2019-06-09,"962-1","The Kid, The Goat, and the Mang0 ","https://smash.gg/tournament/the-kid-the-goat-and-the-mang0/events/ultimate-singles/standings
"," Cyro ",3,"Roy"
"346770",978,2019-06-16,"978-1","Just Roll With It 11 ","https://smash.gg/tournament/just-roll-with-it-11/events/singles/standings
"," Salt One ",2,"Roy"
"346797",978,2019-06-16,"978-2","End of the Line 7 ","https://smash.gg/tournament/end-of-the-line-7/events/ultimate-singles/standings
"," Gidy ",3,"Roy"
"346881",983,2019-06-16,"983-1","2GG: Grand Tour - South Carolina ","https://smash.gg/tournament/2gg-grand-tour-south-carolina/events/ultimate-singles/standings
"," Salt One ",5,"Roy"
"346903",986,2019-06-17,"986-1","We Tec Those 9 ","https://smash.gg/tournament/wetecthose-9/events/ultimate-singles/overview
"," Nery ",7,"Roy"
"346961",989,2019-06-23,"989-1","Kamisuma #2 ",NA," tk3 ",1,"Roy"
"346980",991,2019-06-23,"991-1","Smashadelphia 2019 ","https://smash.gg/tournament/smashad...vents/ultimate-singles/brackets/587341/978574
"," SAUCE ",4,"Roy"
"346987",991,2019-06-23,"991-1","Smashadelphia 2019 ","https://smash.gg/tournament/smashad...vents/ultimate-singles/brackets/587341/978574
"," Ese ",9,"Roy"
"347046",1002,2019-06-28,"1002-1","Smash Ultimate CEO Weekly ","https://smash.gg/tournament/smash-ultimate-ceo-weekly/events/smash-ultimate-ceo-weekly/standings
"," Lui$ ",4,"Roy"
"347082",1007,2019-06-29,"1007-1","A-Kon 2019 ","https://smash.gg/tournament/a-kon-2019-electronic-gaming-1/events/ultimate-singles/standings
"," Gidy ",5,"Roy"
"347129",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Goblin ",5,"Roy"
"347135",1011,2019-06-30,"1011-1","CEO 2019 ","https://smash.gg/tournament/ceo-201...bros-ultimate-singles/brackets/614312/1015201
"," Salt One ",3,"Roy"
"347271",1012,2019-06-30,"1012-1",NA,NA,"	CD	        ",9,"Roy"
"347272",1012,2019-06-30,"1012-1",NA,NA,"	Dusk	",9,"Roy"
"347273",1012,2019-06-30,"1012-1",NA,NA,"	WonderBread	",9,"Roy"
"347357",1020,2019-07-07,"1020-1","Big Win Championship 2 ","https://smash.gg/tournament/bigwinchampionship-2/events/ultimate-singles/standings
"," Sriks ",2,"Roy"
"347408",1021,2019-07-07,"1021-1","Albion 4 ","https://smash.gg/tournament/albion-4/events/smash-ultimate-singles/standings
"," Flow ",3,"Roy"
"347418",1021,2019-07-07,"1021-1","Albion 4 ","https://smash.gg/tournament/albion-4/events/smash-ultimate-singles/standings
"," Shido ",3,"Roy"
"347457",1023,2019-07-11,"1023-1","Weekly Smash Party #44 ","https://smash.gg/tournament/weekly-...1on1-ultimate-singles/brackets/618601/1020822
"," Paseriman ",2,"Roy"
"347478",1025,2019-07-13,"1025-1","Sumabato SP 6 ","https://challonge.com/SumabatoSP6T
"," Rizeasu ",5,"Roy"
"347495",1025,2019-07-13,"1025-1","Sumabato SP 6 ","https://challonge.com/SumabatoSP6T
"," Paseriman ",7,"Roy"
"347497",1025,2019-07-13,"1025-1","Sumabato SP 6 ","https://challonge.com/SumabatoSP6T
"," Alice ",5,"Roy"
"347524",1031,2019-07-14,"1031-1",NA,"https://www.twitch.tv/videos/452137475https://smash.gg/tournament/the-las...ion-bordelaise/events/1-vs-1-single/standings
"," LSE | BDE | Flow ",4,"Roy"
"347754",1047,2019-07-21,"1047-1","Paradigm Shift ","https://smash.gg/tournament/paradig...esort/events/smash-ultimate-singles/standings
"," Liyrex ",3,"Roy"
"347797",1056,2019-07-24,"1056-1","Off The Rails - Fly Society x Six Flags ","https://smash.gg/tournament/off-the...lags/events/smash-brothers-ultimate/standings
"," Salt One ",7,"Roy"
"347799",1056,2019-07-24,"1056-1","Off The Rails - Fly Society x Six Flags ","https://smash.gg/tournament/off-the...lags/events/smash-brothers-ultimate/standings
"," Goblin ",9,"Roy"
"347816",1057,2019-07-24,"1057-2","Ultimate Myrtia 8 ","https://smash.gg/tournament/ultimate-myrtia-8/events/ultimate-singles/standings 
"," Nessome ",2,"Roy"
"347820",1057,2019-07-24,"1057-2","Ultimate Myrtia 8 ","https://smash.gg/tournament/ultimate-myrtia-8/events/ultimate-singles/standings 
"," CasteHappy ",5,"Roy"
"347836",1059,2019-07-25,"1059-1","Ultimate Shockwave #33 ","https://smash.gg/tournament/ultimate-shockwave-33/events/ultimate-singles 
"," Beastly ",7,"Roy"
"347974",1068,2019-08-01,"1068-1","PSG Classic Ultimate ","https://vegassmash.challonge.com/psgclassicsmashultimate19
"," Zyro ",3,"Roy"
"348048",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Stroder ",5,"Roy"
"348055",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Cyro ",3,"Roy"
"348068",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," Flow ",9,"Roy"
"348162",1078,2019-08-07,"1078-1","Mega Smash Mondays 201 ","https://smash.gg/tournament/mega-smash-mondays-201/events/ultimate-singles/overview
"," Cyro ",4,"Roy"
"348222",1087,2019-08-11,"1087-1","Sunny Side Up ","https://smash.gg/tournament/sunny-side-up/events/ultimate-singles/brackets/621088/1024158/standings
"," Sriks ",2,"Roy"
"348250",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Salt One ",3,"Roy"
"348331",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Stroder ",5,"Roy"
"348344",1088,2019-08-12,"1088-1","Super Smash Con 2019 ","https://smash.gg/tournament/super-smash-con-2019/events/ultimate-1v1-singles/standings
"," Vince ",7,"Roy"
"348470",1103,2019-08-17,"1103-1","Hirosuma #14 ",NA," Rizeasu ",1,"Roy"
"348480",1104,2019-08-18,"1104-1","Midwest Arena 2 ","https://smash.gg/tournament/midwest-arena-2-doubles-masters/events/ultimate-singles/standings
"," Goblin ",7,"Roy"
"348500",1104,2019-08-18,"1104-2","HST SP 4 ","https://twitter.com/juddy_96/status/1163024986929545216
"," Hanyuu ",9,"Roy"
"348506",1106,2019-08-18,"1106-1","Ascension VIII ",NA," Cyro ",2,"Roy"
"348512",1106,2019-08-18,"1106-1","Ascension VIII ",NA," Silver ",7,"Roy"
"348518",1106,2019-08-18,"1106-1","Ascension VIII ",NA," Junior Z ",3,"Roy"
"348520",1106,2019-08-18,"1106-1","Ascension VIII ",NA," Ronald ",3,"Roy"
"348574",1112,2019-08-25,"1112-1","SOLARY CIRCUIT: Etape 4 - L'Indigo Flame de Strasbourg ","https://smash.gg/tournament/solary-...ents/ultimate-singles/brackets/646373/1061398
"," LSE|BDE | Flow ",9,"Roy"
"348612",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," Stroder ",3,"Roy"
"348621",1115,2019-08-25,"1115-1","Shine 2019 ","https://smash.gg/tournament/shine-2019/events/ultimate-singles/standings
"," Goblin ",7,"Roy"
"348665",1116,2019-08-26,"1116-1","Extra Angle III ",NA," Ouch!? ",5,"Roy"
"348680",1122,2019-08-31,"1122-1","SEL 4: Crêpes strikes back // Smash Epitech Lyon ","https://smash.gg/tournament/sel-4-cr-pes-strikes-back-smash-epitech-lyon/events/ultimate-singles
"," LSE|BDE Flow ",3,"Roy"
"348692",1122,2019-08-31,"1122-1","SEL 4: Crêpes strikes back // Smash Epitech Lyon ","https://smash.gg/tournament/sel-4-cr-pes-strikes-back-smash-epitech-lyon/events/ultimate-singles
"," PGS | Nishinoma ",3,"Roy"
"348729",1125,2019-09-01,"1125-2","Show me your Moves 20 ","https://smash.gg/tournament/show-me-your-moves-20/events/ultimate-singles/brackets/649281/1065351
"," Monty ",7,"Roy"
"348755",1131,2019-09-01,"1131-1","Standoff 2019 ","https://smash.gg/tournament/standoff-2019-1/events/ultimate-singles/brackets/647121/1062436
"," Goblin ",2,"Roy"
"348759",1131,2019-09-01,"1131-1","Standoff 2019 ","https://smash.gg/tournament/standoff-2019-1/events/ultimate-singles/brackets/647121/1062436
"," Stroder ",5,"Roy"
"348811",1136,2019-09-03,"1136-1","Mega Smash Mondays 205 ","https://smash.gg/tournament/mega-smash-mondays-205/events/ultimate-singles/brackets/648309/1064071
"," Mazer | Cyro ",5,"Roy"
"348835",1139,2019-09-07,"1139-1","Gainesville Stock Exchange 100 ","https://smash.gg/tournament/gainesville-stock-exchange-100/events
"," Wonderbread ",3,"Roy"
"348837",1139,2019-09-07,"1139-1","Gainesville Stock Exchange 100 ","https://smash.gg/tournament/gainesville-stock-exchange-100/events
"," CD ",3,"Roy"
"348841",1140,2019-09-07,"1140-1","Lightning: Strikes Twice ","https://smash.gg/tournament/lightni...s/ultimate-singles-nl/brackets/648525/1064392
"," Zoutelande | Loading ",4,"Roy"
"348870",1143,2019-09-08,"1143-1","Dreamhack Montreal 2019 ","https://smash.gg/tournament/dreamhack-montreal-2019/events/super-smash-bros-ultimate/standings
"," Blacktwins ",4,"Roy"
"348911",1145,2019-09-09,"1145-1","Port Priority 5 ",NA," Stroder ",5,"Roy"
"348919",1145,2019-09-09,"1145-1","Port Priority 5 ",NA," Ouch!? ",3,"Roy"
"349000",1161,2019-09-14,"1161-1","Pop Off Arena #1 ","https://smash.gg/tournament/pop-off-arena/events/ultimate-singles/brackets/656822/1075582 
"," LSE|BDE | Flow ",3,"Roy"
"349015",1163,2019-09-14,"1163-1",NA,"https://smash.gg/tournament/the-grind-fridays-92/events/smash-ultimate-singles/overview
"," APE | Goblin ",3,"Roy"
"349023",1164,2019-09-15,"1164-1","Revenge of the 6ix September ",NA," Blacktwins ",3,"Roy"
"349038",1165,2019-09-15,"1165-1","Sumabato SP 8 ","https://challonge.com/de/SumabatoSP8T
"," komorikiri ",9,"Roy"
"349094",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," Goblin ",3,"Roy"
"349104",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," SAUCE ",3,"Roy"
"349106",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," Dazai ",3,"Roy"
"349144",1171,2019-09-20,"1171-1","Hype smashing lounge #8 ","https://smash.gg/tournament/hype-smashing-lounge-8/events/ultimate-singles/standings 
"," Ribcage ",3,"Roy"
"349182",1174,2019-09-22,"1174-1","Ozhadou Nationals 16 ","https://smash.gg/tournament/ozhadou-nationals-16/events/super-smash-bros-ultimate/standings
"," Sriks ",5,"Roy"
"349201",1175,2019-09-22,"1175-1","Overclocked Ultimate III ","https://smash.gg/tournament/overclocked-ultimate-iii/events/ultimate-singles/standings
"," Ese ",7,"Roy"
"349227",1177,2019-09-23,"1177-1","Mainstage 2019 ",NA," Stroder ",9,"Roy"
"349265",1181,2019-09-27,"1181-1","GatorLAN Fall 2019 ","https://smash.gg/tournament/gatorla...-bros-ultimate-singles/brackets/593908/987897
"," Wonderbread ",5,"Roy"
"349352",1187,2019-09-29,"1187-1","FortCON 2019 ","https://smash.gg/tournament/fortcon...a-gromp-more/events/ultimate-singles/overview
"," Monty ",3,"Roy"
"349359",1187,2019-09-29,"1187-2","SOLARY CIRCUIT: Etape 5 - Isula Gamefest ","https://smash.gg/tournament/solary-...ents/ultimate-singles/brackets/667148/1091589 
"," LSE|BDE | Flow ",2,"Roy"
"349364",1187,2019-09-29,"1187-2","SOLARY CIRCUIT: Etape 5 - Isula Gamefest ","https://smash.gg/tournament/solary-...ents/ultimate-singles/brackets/667148/1091589 
"," PGS | Nishinoma ",7,"Roy"
"349386",1189,2019-09-29,"1189-2","Kamishima #5 ","https://challonge.com/ja/KamishimaSP5
"," Starl ",5,"Roy"
"349407",1190,2019-09-29,"1190-1","Super Smashed Fest ","https://smash.gg/tournament/super-smashed-fest/events/ssb-ultimate-singles-1/overview
"," Cyro ",9,"Roy"
"349441",1192,2019-09-29,"1192-1","San Antonio's Really Feeling It ","https://smash.gg/tournament/san-antonio-s-really-feeling-it/events/singles/brackets/665534/1089082
"," AvoiD ",9,"Roy"
"349453",1195,2019-09-30,"1195-1","LGX 2019 ","https://smash.gg/tournament/lgx-201...ience-2019/events/smash-ultimate-1v1/overview
"," TL | Kakpu ",4,"Roy"
"349488",1201,2019-10-03,"1201-1","Smash4Glory #6 ","https://challonge.com/de/a47vn3ld
"," LSE|BDE | Flow ",7,"Roy"
"349492",1202,2019-10-04,"1202-1","Little Big House 5 ","https://smash.gg/tournament/little-big-house-5/events/ultimate-singles/overview
"," Salt One ",4,"Roy"
"349549",1208,2019-10-06,"1208-1","Ultimate Fighting Arena 2019 ","https://smash.gg/tournament/ultimat...single-1vs1/brackets/611817/1011760/standings
"," Flow ",3,"Roy"
"349610",1210,2019-10-07,"1210-1","The Big House 9 ",NA," Salt One ",9,"Roy"
"349631",1210,2019-10-07,"1210-1","The Big House 9 ",NA," Blacktwins ",5,"Roy"
"349662",1210,2019-10-07,"1210-1","The Big House 9 ",NA," Goblin ",9,"Roy"
"349675",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," SaltOne ",9,"Roy"
"349695",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," Blacktwins ",5,"Roy"
"349721",1211,2019-10-07,"1211-1","The Big House 9 ","https://smash.gg/tournament/the-big-house-9/events/ultimate-singles/brackets/671292/1097219
"," Goblin ",9,"Roy"
"349771",1216,NA,"1216-1","WANTED SAISON 3 |  2 YEARS ANNIVERSARY ","https://smash.gg/tournament/wanted-...vents/1vs1-main-event/brackets/676870/1104702 
"," LSE|BDE | Flow ",4,"Roy"
"349777",1217,NA,"1217-1","Unpunishable V ","https://smash.gg/tournament/unpunishable-v-noggin-floggin/events/ultimate-singles/standings
"," Goblin ",2,"Roy"
"349780",1217,NA,"1217-1","Unpunishable V ","https://smash.gg/tournament/unpunishable-v-noggin-floggin/events/ultimate-singles/standings
"," Dusk ",5,"Roy"
"349824",1219,NA,"1219-1","SmashG @ SEA Majors 2019 ",NA," Sirks ",1,"Roy"
"349861",1223,NA,"1223-1",NA,"https://smash.gg/tournament/spectrum-114/events/ultimate-singles/overview
"," TR| Zomba ",3,"Roy"
"349890",7,2018-12-09,"7-1","Hirosuma SP Pre ",NA," Hiroki ",4,"Ike"
"349986",15,2018-12-10,"15-5","Kick Rocks #4 ","https://challonge.com/qjvwdhwz
"," BlaiseAgain ",2,"Ike"
"350079",21,2018-12-15,"21-4","AON Smash Ultimate 001 ","https://smash.gg/tournament/aon-smash-ultimate-001/events/smash-4-singles-103/overview
"," Soan ",3,"Ike"
"350150",29,2018-12-16,"29-1","Umebura SP ","https://smash.gg/tournament/umebura-sp/events/umebura-sp-singles/brackets/483109/844374
"," Ark ",9,"Ike"
"350151",29,2018-12-16,"29-1","Umebura SP ","https://smash.gg/tournament/umebura-sp/events/umebura-sp-singles/brackets/483109/844374
"," Rui ",9,"Ike"
"350173",30,2018-12-16,"30-1","Delfino Razzia Ultimate ",NA," Greil ",2,"Ike"
"350191",31,2018-12-16,"31-1","Don't Park on the Grass 2018 ",NA," Justice ",3,"Ike"
"350193",31,2018-12-16,"31-1","Don't Park on the Grass 2018 ",NA," Toronto Joe ",7,"Ike"
"350220",35,2018-12-17,"35-1",NA,"https://smash.gg/tournament/tripoint-smash-39/events/ultimate-singles/brackets/480906/841428
"," Ravenking - ",1,"Ike"
"350221",35,2018-12-17,"35-2",NA,"https://rochesterfgc.challonge.com/y1plmw9j
"," San ",1,"Ike"
"350235",36,2018-12-17,"36-1",NA,"https://smash.gg/tournament/couchwa...events/super-smash-brothers-ultimate/overview
"," Kanga | Ghost ",7,"Ike"
"350239",36,2018-12-17,"36-1",NA,"https://smash.gg/tournament/couchwa...events/super-smash-brothers-ultimate/overview
"," InsertName ",9,"Ike"
"350328",44,2018-12-19,"44-4","Tripoint Smash 39 ","https://smash.gg/tournament/tripoint-smash-39/events/ultimate-singles/brackets/480906/841428/
"," Ravenking ",1,"Ike"
"350336",49,2018-12-22,"49-1","Smash Mania 2 ","https://challonge.com/xdulz5ah
"," MKLeo ",1,"Ike"
"350367",51,2018-12-22,"51-2","Movistar Centre Smash ","https://smash.gg/tournament/movistar-centre-smash/events/singles/brackets/484351/845855
"," Veyron ",7,"Ike"
"350410",54,2018-12-23,"54-2","Tech the Halls ","https://challonge.com/TechTheHallsSingles1
"," BlazerIke ",7,"Ike"
"350513",66,2018-12-25,"66-3","Ultimelt #2 ","https://braacket.com/tournament/ultimelt2/match
"," Radiance ",1,"Ike"
"350544",72,2018-12-27,"72-1","Ultimate Shockwave 3 ","https://smash.gg/tournament/ultimate-shockwave-3/events/ultimate-singles/standings
"," - Slaps ",5,"Ike"
"350585",80,2018-12-29,"80-1","Let's Make Moves ",NA," Marss ",9,"Ike"
"350621",82,2018-12-30,"82-1","Midwest Mayhem Ultimate ","https://smash.gg/tournament/midwest-mayhem-ultimate/events/ultimate-singles/standings
"," Ravenking ",3,"Ike"
"350644",84,2018-12-30,"84-1","Smashfield 169 ","https://smash.gg/tournament/smashfi...vents/ultimate-singles/brackets/490925/853581
"," Ryuga ",1,"Ike"
"350654",84,2018-12-30,"84-1","Smashfield 169 ","https://smash.gg/tournament/smashfi...vents/ultimate-singles/brackets/490925/853581
"," Miloni ",9,"Ike"
"350656",84,2018-12-30,"84-2","Holiday Heist 4 ","https://smash.gg/tournament/holiday...-2/events/ssbu-singles/brackets/492213/855337
"," Ryuga ",1,"Ike"
"350661",84,2018-12-30,"84-2","Holiday Heist 4 ","https://smash.gg/tournament/holiday...-2/events/ssbu-singles/brackets/492213/855337
"," Miloni ",5,"Ike"
"350756",98,2019-01-02,"98-1","Ultimate @ Xanadu 283 ","https://smash.gg/tournament/ultimate-xanadu-283/events/ultimate-singles/standings
"," - Dexter- ",5,"Ike"
"350792",101,2019-01-02,"101-2","Game-Inn SSBU Tournament ","https://game-inn.challonge.com/SSBU1vs1
"," Xetroz ",5,"Ike"
"350805",105,2019-01-02,"105-1","Ignition163 ","https://urt.challonge.com/ignition163/standings
","  - Ravenking ",9,"Ike"
"350846",113,2019-01-03,"113-1","PRISM 160 ","https://smash.gg/tournament/prism-160-1/events/ultimate-singles/standings?filter={}&page=1&sortBy=
","  Omni - ",4,"Ike"
"350848",114,2019-01-03,"114-1","MoneyG Smash tournament #4 ","https://smash.gg/tournament/moneyg-...bu-singles/standings?filter={}&page=1&sortBy=
"," ID|Iron Brand - ",2,"Ike"
"350936",131,2019-01-05,"131-1",NA,"https://smash.gg/tournament/holiday...-2/events/ssbu-singles/brackets/492213/855337
"," Ryuga - ",1,"Ike"
"350940",131,2019-01-05,"131-1",NA,"https://smash.gg/tournament/holiday...-2/events/ssbu-singles/brackets/492213/855337
"," Miloni - ",5,"Ike"
"350950",132,2019-01-05,"132-1","UltiMelt #3 ","https://braacket.com/tournament/ultimelt3/match
"," Radiance ",3,"Ike"
"351002",135,2019-01-06,"135-1","For Glory: SmUsh vs Smash Ultimate ",NA," Sylarius ",7,"Ike"
